Gunnison CO,12.865,3.925,4.49,1.14,1.0325,2.1175,2.3975,0.99,4.235,2.59,0.59,1.365,1.5875,3.63,4.53,2.4275,3.4725,1.17,2.4825,1.83,5.6025,2.945,2.455,1.3725,3.34,1.5325,731.25,425083.25,4.0616666667,1533.9030287173,,85.7762337563,72.767849419,158.5440831753,23.97,34.245,2.74425,85.625,125.375,80.125,9.2425,275.53,4.14,10.4325,2.8575,16.9,28.5,2.6825,0.91,15.75,34.62,24.9375,38.3725,71.875,11.8333333333,9.5,3.725,2.235,48.4575,8.81,10.0675
Stamford CT,12.475,5.1175,4.5825,1.2625,1.72,2.7325,2.9325,2.295,4.465,4.3,0.795,1.875,2.11,4.2975,5.57,3.185,4.17,1.65,3.1425,2.2825,6.3825,4.345,3.8475,1.93,3.9475,2.0025,2188.5825,620858.25,4.082076622,2245.4794690567,,140.5630918625,115.5500737756,256.1131656381,29.01,43.1325,2.811,110.94,123.75,109.1675,10.53,299,3.9375,9.655,3.8325,19.2075,64.375,3.8375,0.9,10.2125,26.5725,25.2625,34.195,89.375,27.5,14,7.4575,3.62,83.63,9.82,9.66
Hartford CT,11.5484913772,6.0375455303,4.9507166761,1.6842731793,1.7566307645,2.9022862728,2.3389230459,1.9549926241,4.3997608141,4.4164782162,0.8394137606,1.9878357304,2.5462193026,3.907507955,3.9950175279,2.7130095727,4.0470908361,1.6905409314,2.6236798229,2.4085785585,6.6014469894,4.4649588391,3.4774229637,1.8171174816,4.1826676458,2.0522077339,1120.4316774886,426954.452235364,4.1038836272,1546.9112926764,,148.0970581827,120.1468847107,268.2439428934,24.871143849,42.6300325594,2.948861479,115.7609377926,123.1938257241,122.5524190789,11.3583779474,265.8890413094,4.2943618987,10.0905478099,5.0353984148,17.4239631254,46.957452884,3.2174540027,1.1668187378,13.1356748996,26.7207307593,21.0735462658,26.6214863996,89.251404306,25.9577258308,10.0453828319,7.1483658196,3.2592661611,69.6534615696,10.0065893297,7.7382689981
New Haven CT,11.7563733381,5.5176024806,5.312993034,1.5166489286,2.2231542505,3.4714270376,3.0747669752,2.0832129005,4.4688784622,4.2564508044,0.8783789437,2.045897792,2.5262035664,3.5013472786,3.7328820157,2.8200567349,3.5419343518,1.6787681759,2.6278313184,2.5318618566,6.6592071441,4.1585956993,3.5136985857,1.9299195909,3.7596959043,2.2075545596,1348.2276048963,438883.497990023,4.1589028664,1601.7604670276,,109.5270396711,81.5827204213,191.1097600924,23.953769059,41.0943092435,2.8052997695,116.0697395802,126.0611048091,111.1122735395,10.7229255368,266.9544480951,4.0249856322,9.9611927458,4.4689000355,18.5795556147,52.6388813753,4.2430642133,1.1641904414,11.6234558876,29.8300669747,22.3321380622,29.4583712833,83.7730726673,25.4918116253,11.1669416091,7.1314246995,3.7522635931,74.3455515506,9.9170229448,8.301248624
Dover DE,10.89,4.4225,5.28,1.7975,1.105,2.1275,2.395,1.155,4.255,3.99,0.6275,2.23,1.3775,3.61,4.6475,2.6475,3.405,0.9725,2.5975,2.16,6.28,3.9925,2.845,1.44,3.6025,1.385,870.665,245936.25,4.1220955011,893.9321392965,,94.9698675417,109.366773848,204.3366413897,29.95,39.81,2.6335,135,87.5,91.375,10.41,320.8825,3.59,7.615,3.99,12.875,36.25,2.9775,1.03,12.065,36.25,32.4975,38.3675,59.1675,25.5,10.5,3.99,3.7025,53.75,9.0525,10.7425
Wilmington DE,11.5,3.9725,4.72,1.6175,1.0225,2.3875,2.29,1.12,4.3675,3.7425,0.59,1.825,1.3575,3.4775,4.5875,2.305,3.6575,1.0725,2.7775,2.075,5.545,3.52,2.7075,1.395,3.9675,1.48,1017,331625.75,4.1496915388,1209.4675203135,,112.9363032656,96.4758602632,209.4121635289,25.95,39.6825,2.5655,121.75,86.25,95,9.955,325.015,3.59,7.615,3.99,13.25,41,2.615,1,13,37.225,32.875,37.2475,65,25.5,11.5,4.5,3.7275,47.25,8.7425,10.8675
Washington-Arlington-Alexandria DC-VA,12.135,4.34,4.9525,1.62,1.265,2.52,2.3025,1.14,4.51,3.9525,0.615,1.815,1.6225,3.4825,4.7875,2.5425,4.2225,1.27,2.4925,1.91,5.74,3.7975,2.75,1.5825,3.845,1.815,2069.0625,797019.5,4.0291082961,2864.2197344389,,81.5234984141,82.3580891949,163.881587609,27.32,42.25,2.94875,72.1725,87.935,87.7,10.635,293.64,3.6025,8.695,3.41,16.975,56.4275,2.7275,1.0625,10.5125,31.0225,19.3325,35.9425,61.92,31.5475,12.795,5.415,2.6325,64.125,9.025,9.77
Cape Coral-Fort Myers FL,11.918656317,4.9029020928,4.4283728722,1.8909965943,0.977947921,2.6561455379,2.8102203814,0.97798891,4.2618714426,4.055081059,0.6463109813,1.7010984186,1.9431253923,3.6397860946,4.7301997424,2.3604851178,3.3536630886,1.2757210364,2.2952466152,1.7607860585,5.0065583099,3.1124517832,2.7130351642,1.3007589687,4.311038574,1.9633874794,607.1807716407,292673.743978767,4.000808101,1047.9561654574,164.7984993518,,,164.7984993518,24.987535866,38.8452556301,2.9647251036,88.1204161431,97.8475236728,81.9980191576,12.58763539,335.4125365953,3.7631316446,9.1553354064,4.1170317692,14.8089852142,41.0651858646,3.2356049748,0.8909893801,11.5588907641,23.0662109851,20.760786247,24.0623370517,76.0183604777,16.9990265704,9.9559206476,11.9309145317,2.5670568627,43.5789878284,8.84128207,9.784271981
Daytona Beach FL,11.1725,4.8275,3.965,1.3775,0.95,2.6275,2.4,1.15,3.7725,3.5275,0.6175,1.6425,1.6175,3.6425,4.2025,2.355,3.3175,1.15,2.6025,1.7225,5.215,3.1075,2.8875,1.1375,3.4925,1.775,848.16,245515.25,3.987650401,878.2477313814,151.7648749314,,,151.7648749314,32.7425,33.4675,2.62425,68.825,106.395,81.365,9.2425,305.9025,3.53,9.505,4.485,11,32.5,2.7375,0.98,10.72,31.9475,25.6525,32.6425,72.515,22.83,9.9875,3.9925,2.1325,43.2325,8.67,8.5625
Palm Coast-Flagler County FL,11.5525,4.5325,4.3625,1.46,1.05,2.74,2.2825,1.0675,3.9125,3.7275,0.63,1.52,1.87,3.9175,4.055,2.445,3.5275,1.275,2.6625,1.745,5.5325,2.8925,2.84,1.645,3.4225,1.7625,879.91,228563.25,4.00375,818.8998174879,,97.4696768424,70.8291399362,168.2988167785,24.995,30.5975,2.767,93.6925,95.875,84.9175,9.8775,295.45,3.7275,9.86,3.5525,15.02,30.445,3.0475,1.07,14.5025,22.73,23.04,36.065,60.205,22.02,10,3,3.2325,57.6825,8.96,6.79
Fort Lauderdale FL,11.9775,4.815,4.685,1.5,1.0175,2.775,2.3275,1.2075,3.885,3.5,0.69,1.8425,2.155,3.5225,3.3575,2.0725,3.9725,1.1275,2.655,1.975,5.1325,3.305,2.61,1.42,2.625,1.64,1478.125,437545.25,3.9838856543,1563.3791807416,162.985538092,,,162.985538092,27.405,47.575,2.79975,93.075,85.5,88.9625,11.5725,323.725,3.925,8.7425,4.345,13.495,50.1875,2.57,1.0775,13.385,24.975,19.975,27.0125,55.035,14.83625,11.98,5.1575,2.7225,48.5475,8.5075,7.415
Gainesville FL,10.9074014582,4.5472055851,4.4223908577,1.3723837257,0.946528374,2.6735397487,2.6423528892,1.0220024562,3.7846645143,3.3056754814,0.6574700194,1.6594918575,1.7176419687,3.59249325,3.8900828484,2.1739210054,3.6415800321,1.1722501991,2.5185368614,1.7146802506,5.5145851458,2.9084136957,2.7428865371,1.3361172172,3.2768617232,1.433911536,880.3870349186,281742.570679466,4.0281702397,1012.4974619626,,129.5595826249,45.8225104206,175.3820930455,26.2335999927,39.737414867,2.6751988957,80.2120213205,88.7544006664,95.5266202665,10.3223061229,322.7675185341,3.5459813687,7.7398929261,4.0092123679,11.9368543583,33.5171953046,2.3489033343,0.9079743629,11.4196473108,19.5545625084,19.7461863186,21.7471057053,70.0002246526,18.0985481977,11.2638832323,5.1237094764,2.2866855682,52.6335283092,8.9084251278,7.4769132189
Jacksonville FL,10.8775,4.4475,4.38,1.5,0.955,2.6125,2.2225,1.01,3.75,3.5925,0.6325,1.535,1.8425,3.55,4.1,2.4725,3.41,1.105,2.385,1.695,5.38,2.94,2.3875,1.465,3.565,1.745,1115.9825,245842.25,4.013645109,881.7253698654,169.7462198376,,,169.7462198376,34.7175,39.69,2.63325,78.7825,67.35,88.2375,9.1925,267.98,3.56,9.315,3.945,12.5425,56.9325,2.7775,1.05,12.7475,24.5075,21.8175,32.825,68.2,28.2175,10.8175,4.4425,2.28,49.1775,8.8125,8.245
Miami-Dade County FL,11.3725,4.895,4.865,1.55,1.0325,2.7375,2.4275,1.08,3.98,3.4425,0.69,1.895,1.945,3.4725,3.7175,2.2325,3.985,1.29,2.71,1.8875,4.97,3.1925,3.1675,1.5925,3.275,1.6075,1382.275,373271.25,4.0870520688,1350.1866165519,164.6707946426,,,164.6707946426,27.405,48.74,2.81425,88.45,97.3825,99.5,10.535,317.985,3.9125,8.7425,4.295,15.7,49.95,2.7675,1.045,15.8775,23.99,20.965,23.065,59.8925,16.0116666667,11.625,7.5525,2.715,49.1475,8.71,7.38
Sarasota FL,12.215,4.6425,4.915,1.525,0.91,2.73,2.3375,1.03,3.56,3.275,0.69,1.735,1.64,3.3475,4.0175,2.2875,3.5025,1.2725,2.66,1.795,5.075,3.1225,2.745,1.38,3.1475,1.7925,888.25,337485.25,3.9685074864,1203.8908175802,157.8301970249,,,157.8301970249,33.2775,36.725,2.7045,120.1675,137.555,81.8,10.525,324.7525,3.78,8.39,3.41,14.0425,36.67,3.025,1.075,12.92,25.3375,24.3525,27.3675,83,25.689375,9.885,4.5925,3.0325,50.0725,9.12,7.635
Orlando FL,11.6161786606,4.7399151455,4.5283809406,1.4839922537,0.9665793198,2.6210848678,2.3840440733,1.0093858083,3.7087078623,3.4033126067,0.6176233516,1.6419918575,1.787357876,3.4276512096,4.055072297,2.1933919044,3.5314307713,1.2249850025,2.5809149081,1.809672771,4.6490159238,2.8561107417,2.6477701307,1.3437895331,4.2136952324,1.5667005119,940.5084612882,286371.917183796,4.1337018521,1041.8426197011,178.5062884847,,,178.5062884847,24.7185999927,38.4774952228,2.6648543336,64.5343487972,86.1336777733,87.7682245378,9.249842949,324.1990495289,3.8741326352,9.7942566564,4.4043930485,13.8890962381,42.5244976726,2.8411439017,0.8928243157,11.2523272719,23.4359987831,20.7480374181,23.1348694875,61.440685716,22.2257906803,10.5000914881,4.6066134619,2.2933707194,49.9845172912,8.5508496912,6.2723418194
Pensacola FL,12.1491605509,5.2028327939,4.5013747193,1.3414943772,0.9212801869,2.6733882971,2.0957828759,1.6807659375,3.8345215503,3.7506803502,0.6361791619,1.7326904487,1.8994426751,3.7993950625,4.1634428505,2.9909439739,3.4006354754,1.2756263009,2.6026148188,1.7317229236,4.5154959566,3.0374736042,3.0776572429,1.5364519216,3.6516507797,1.7877131267,804.5799391633,221477.244188639,4.0716934012,800.1278859508,,74.7274923074,91.8328588449,166.5603511523,18.41125599,33.5648571761,2.6117787953,59.2540968526,91.301040698,82.9066620525,11.1198323249,331.4029849898,4.0341371137,8.7605261308,3.6551087927,14.2235895576,44.223227657,2.6016718083,1.0213393867,11.1162647033,43.7034164789,31.6695507974,49.8715935075,64.8974102001,20.112463277,9.4126712927,3.6534721285,2.4123794205,42.1263518619,8.6507642876,10.7344047741
Punta Gorda-Charlotte Co FL,11.7444656747,4.3425728592,4.6228687152,1.2781679233,0.9466067204,2.6300527328,2.2458645043,0.9732318417,3.8846578797,3.2469217941,0.6595318142,1.7894711536,1.6366964902,3.5304658389,4.0379811821,2.3117664637,2.9456876313,1.0663133819,2.6960067208,1.3242166135,5.7351473837,2.892596661,2.2106661018,1.4182180603,2.6901385008,1.7681260108,788.6445693679,242985.457822221,3.8845047469,857.7229405863,,96.6693534226,57.3781946278,154.0475480504,32.1155565837,35.5246032288,2.653457993,60.6175905311,98.117226622,106.9039010744,9.5950084444,323.9389122906,3.6717082644,10.1257490938,3.4556444377,14.5302082292,27.244480529,2.4748259813,0.9394313906,12.700130309,36.7521770446,24.1127587133,29.6795200083,61.5797246695,19.7999144909,10.6246502969,4.221726931,2.5128882726,47.2784850238,8.8250271182,7.9948628208
Vero Beach-Indian River FL,12.0125,4.4775,5.0275,1.49,1.185,2.755,2.3875,1.015,3.8525,3.8275,0.715,1.835,2.0375,3.435,3.69,2.245,4.065,1.4,2.69,1.97,5.005,3.3425,2.5575,1.5425,4.085,1.8075,752.4775,271638,4.0190740798,975.4972163433,209.2075206911,,,209.2075206911,35.2975,32.5875,2.61825,100.9175,83.0475,93.9175,10.8525,297.9425,3.82,9.1175,4.025,14.835,41.5025,3.16,1.0225,14.5475,26.725,22.74,28.74,75.4975,31.76,7.605,4.5,2.4875,47.5025,9.08,7.465
Tampa FL,11.21,4.365,4.3875,1.3875,0.9275,2.5775,2.26,1.0325,3.6475,3.42,0.64,1.6625,1.6525,3.3725,3.8,2.22,3.21,1.1175,2.38,1.62,4.9225,2.8475,2.235,1.2925,3.015,1.725,906.325,221159,3.9959573835,791.3967418026,160.0335485838,,,160.0335485838,30.6025,39.43,2.58925,91.85,86.15,75.5525,9.46,316.18,3.82,8.3675,4.015,13.925,32.0375,2.41,0.945,11.315,22.0075,17.3075,25.78,59.0775,13,9.85,5.2425,2.3825,46.5975,8.73,7.7525
Albany GA,11.2247695292,4.9486674685,4.4884428328,1.4185692038,0.9658818616,2.5337964354,2.1666291912,0.9831977214,3.8456780213,3.5043904917,0.5973134862,1.5690259305,1.7414815631,3.6897065425,4.1727785821,2.4047118326,3.6697571096,1.2885866504,2.6269260251,1.8781905273,5.2314388042,2.9912737088,2.7281598837,1.4416515348,3.7070728657,1.7717923807,641.639642118,240591.854410787,3.8314392232,844.6770921063,165.2001570973,,,165.2001570973,24.6755239211,38.780880768,2.4454633807,87.0443450247,84.9378229876,91.8561232304,10.103229047,331.1665960601,3.9006221072,9.8455841679,2.2618390655,14.9590184839,31.989380181,2.4714248152,0.9002684298,9.9541990317,33.5221144131,26.1259627759,37.1136427373,70.6569125349,15.1762684061,9.7379356719,4.002999622,2.1742939934,38.436182998,8.0956133409,7.6046865809
Atlanta GA,12.705,4.415,4.31,1.455,1.0625,2.3225,2.0025,1.255,4.0275,3.6175,0.63,1.295,1.435,3.685,4.6375,2.415,3.345,1.4125,2.6475,2.0325,4.9,2.4375,3.0025,1.32,3.735,1.68,1040.535,292228.5,3.9632389048,1042.1464074879,,90.2627556005,58.4316380015,148.694393602,28.2375,40.55,2.7265,87.61,96.4575,102.3025,6.675,322.8125,3.65,8.0675,2.73,17.375,44.675,2.39,0.915,9.2725,24.0025,27.165,26.9775,67.33,23.0658333333,12.0725,4.84,3.7625,54.215,9.015,10.5725
Fayetteville-Fayette County GA,11.5593226047,4.9603001744,4.2938979292,1.3200960562,1.2433213706,2.2131939274,2.0582565149,0.9668561736,3.8389296403,3.9587108841,0.6278855064,1.3958070623,1.3491930944,3.7952433768,4.1238003915,2.5010686659,3.5799124648,1.2322683994,2.663670765,1.9470887008,5.2132759241,2.5493157211,2.5133171156,1.2853057821,3.2753380253,1.552409233,992.4615494613,221224.646539662,3.9006347683,782.5794026594,,95.77735577,37.3957382563,133.1730940264,28.6289130755,31.052856784,2.6229341395,94.9246381841,112.577534439,92.6397865008,8.31852005,334.6515243671,3.5801848014,8.5150612758,5.3154843055,13.5350482479,40.8532541791,1.9016263057,0.9298760136,10.5493831741,19.9386662094,16.0276449718,39.6631927452,50.2169258368,25.684489064,9.511121891,4.4970429666,2.4881468681,45.9862057859,8.4963114909,10.657604165
Marietta GA,12.4928685252,5.6706924752,4.2045372587,1.2869704543,1.6059532381,2.2067809574,1.9872023526,0.9774303637,3.5618629505,3.5394256373,0.6196281749,1.2989805106,1.4811139699,3.5427409545,4.2780085596,2.6913647157,3.740385936,1.1028259257,2.6671344333,1.8742276976,6.0519653898,2.4138157317,2.1792296785,1.3359279613,3.5598885067,1.3653711322,859.4420850406,267037.12829614,3.9636320117,952.1842690614,153.1303255212,,,153.1303255212,25.8034242895,27.7730477612,2.5827378121,98.425485841,93.8174650211,95.4136862186,8.7609129951,321.8779753024,3.6465402206,8.4965840126,4.0250590522,16.357172934,43.0037179621,2.98689498,0.8476100995,11.0760671428,24.4498403955,23.3897447483,25.9052249227,56.9861735438,21.3154657262,11.1730815648,4.8712318635,2.3625098145,51.0477289856,8.8968031845,7.561948301
Augusta-Aiken GA-SC,10.2747419532,4.3298478404,4.1607270023,1.2786547929,0.9694691246,2.3943998221,2.3005025551,0.9913188487,4.1797119639,3.3375339037,0.5946327951,1.3957014382,1.4882447389,3.5895100075,4.189507778,2.229875787,3.3061864342,1.163128652,2.5588251524,1.783324361,5.1165328373,3.1354040827,2.3037327369,1.2813758177,2.928925373,1.5602365509,704.393175151,220241.774426978,4.2142722061,809.7650665384,,94.5900279241,47.0598307932,141.6498587173,27.7002714979,32.9992705483,2.2515927025,100.0531276576,93.8124110694,84.9820288084,10.2410189538,272.9214176734,3.583548491,10.3032594559,4.2294324956,13.8853604289,31.6021278479,2.7453730643,0.9498081627,13.1923387865,23.4571457107,19.6476578996,22.8774461444,64.0750815035,13.6878737194,12.5919978382,4.727443576,2.1584035181,47.7772252947,8.0096677447,7.839137118
Columbus GA,10.9692396146,4.2467019148,4.3509023258,1.3631802105,0.9157810303,2.3430710426,2.0093737774,0.9962289388,3.5832239424,3.288852424,0.63632105,1.6463193746,1.91926542,3.5105251341,3.8760728264,2.7652672352,3.5674699781,1.2534574132,2.5227171213,1.6727621076,4.9049022147,2.813877794,2.9470578694,1.3802017784,3.1572760744,1.3998664455,786.5023254247,230770.883232377,3.9340794865,819.852658408,,89.7596656595,58.3014645992,148.0611302587,9.9915721461,29.7319395474,2.4107750429,48.1390659282,107.1524374712,122.8790951903,9.6345738345,307.0394470536,3.8897385767,8.9204711157,4.0838504821,14.1244048784,37.7709077021,2.5183045875,1.0437569475,11.2389649804,33.7861710004,35.6687239947,32.4757277166,58.6451268079,17.9521181099,11.4354255125,4.7443783765,2.1526143771,52.755352491,8.7047215427,8.3818951839
Dalton GA,10.8225,4.8925,4.175,1.3025,1.18,2.0725,2.03,1.075,3.555,3.3575,0.57,1.24,1.4625,3.4975,4.5075,2.0825,3.4975,1.15,2.6225,1.845,5.155,2.6675,2.92,1.1475,3.2325,1.68,639.625,233529.5,3.960528517,832.412127967,,119.3640951875,51.0911083333,170.4552035208,26.955,37.595,2.526,85.2925,87.5325,83.0825,10.735,313.095,3.7275,8.58,3.54,12.4975,30.06,2.84,0.92,8.9175,34.39,23.83,32.53,67.105,12,10.375,4.3225,2.2025,48.0225,8.525,8.2175
Dublin-Laurens County GA,10.192302606,4.1193307362,4.0959999353,1.2320960834,1.1432183852,2.174942726,1.9589803922,1.0582326381,3.6079691586,3.2837394661,0.6279308149,1.3374100503,1.5343588288,3.4284463399,4.3701886426,2.198044534,3.5723223662,1.2914855681,2.6275978526,1.905092708,5.8466087069,2.5993950306,2.1997461625,1.1565500376,3.0313222247,1.5790802781,547.5050511624,262380.123878095,3.9494989764,933.5371825326,,89.847561261,74.3115372597,164.1590985207,30.3597784995,32.2084291333,2.4396387014,89.6452705824,79.8260765375,70.9232680999,8.9294669136,298.2563901819,3.92905053,9.0430372126,3.0366695007,11.0835870262,26.5425902108,2.2756805034,1.0676076105,12.3199298749,26.9908438413,24.8711040222,34.467929918,72.0710930475,9.6327754396,9.5187810674,4.0297330783,2.9010737539,38.5346026138,9.3920872157,7.5615989432
Savannah GA,11.945,4.585,4.1075,1.4225,1.0575,2.5225,1.975,1.02,3.9275,3.5575,0.605,1.23,1.55,3.3625,4.3125,2.2725,3.405,0.99,2.6425,1.86,4.945,2.5475,2.19,1.53,2.945,1.5225,796.97,192731.5,4.05125,694.4568203244,161.0674699304,,,161.0674699304,36.23,40.235,2.51275,73.8425,112.575,81.7575,8.57,322.105,3.5125,8.3725,4.4,15.0525,33.68,2.1225,0.9,13.095,20.3525,23.2025,24.8525,71.7325,25.98875,10.015,4.735,2.475,47.27,8.855,7.7625
Statesboro-Bulloch County GA,10.9425,4.27,4.37,1.2675,1.0325,2.42,2.1,0.955,3.8975,3.39,0.5675,1.6625,1.53,3.4925,4.135,2.195,3.37,1.1925,2.615,1.7425,5.0575,2.915,2.28,1.2525,2.9625,1.495,659.28,243554.75,3.9839561737,870.5189993529,157.8047445585,,,157.8047445585,22.2975,30.305,2.539,78.8775,72.6325,68.75,8.985,303.16,3.79,8.3675,4.9,14.5,33.29,2.2625,1.1175,10.9625,26.2075,22.6725,28.74,74.25,13.02,10.3125,5.25,2.2525,34.75,8.5975,9.575
Valdosta GA,12.29,4.745,4.4825,1.2775,0.94,2.625,2.3575,1.015,3.7525,3.965,0.6475,1.655,1.96,3.5975,3.98,2.2825,3.6875,1.2675,2.5225,1.7125,5.04,2.965,3.0975,1.62,3.2775,1.7725,730.54,261693.75,3.9603005315,932.4261196897,159.382120509,,,159.382120509,30.96,37.705,2.5365,92.625,99.7925,77.71,9.875,331.16,3.1925,8.33,3.4425,13.125,36.415,2.5925,0.985,10.2025,28.03,19.8475,25.615,57.875,16.615,10.5,4.125,2.8725,45.4175,8.58,8.0875
Hilo HI,8.905,4.1425,6.3375,2.0425,1.995,3.155,4.0725,2.4375,6.195,4.28,1.3125,1.7675,3.42,6.45,5.48,2.7975,7.15,2.6525,3.345,3.1225,8.6375,5.055,4.195,3.155,3.1325,2.22,1035.835,502041.75,4.0639974388,1812.6502450425,551.8782301905,,,551.8782301905,39.095,57.44,3.3965,134.9575,128.085,107.0025,12.895,233.875,5.2775,12.03,3.4025,11.5075,30.25,4.115,1.6925,20.75,40.98,29.35,34.4625,96.0425,13.5,9.985,12.625,2.5875,76.375,7.595,11.8975
Honolulu HI,12.0525,4.87,5.235,2.4275,1.685,3.7825,3.715,2.0325,5.72,5.985,1.185,2.345,3.48,5.32,7.195,3.87,5.6,2.09,3.085,2.6025,7.6925,4.93,3.445,2.71,4.29,1.83,2916.975,880068.5,3.8918659974,3184.451621669,521.3721613125,,,521.3721613125,29.45,48.925,3.50175,142.575,115.4925,97.915,12.8725,240.88,4.765,12.3975,3.99,15.5375,52.775,3.655,1.485,18.1725,54.8925,28.7075,41.39,70.8,19.95,11.2125,3.825,2.765,57.1375,8.64,8.6175
Boise ID,9.9475,3.7025,3.5575,1.18,0.8625,1.735,1.6825,0.9325,2.9625,1.855,0.5475,1.6025,1.255,3.5775,4.6425,2.2975,3.16,1.0875,1.675,1.5825,4.765,2.6525,2.125,1.065,2.92,1.5775,702.875,259443.75,3.9806494979,929.3979421896,,70.224362482,69.8964506814,140.1208131634,24.99,41.18,2.791,115.3,128.375,87.15,9.1425,304.2125,3.74,8.4875,3.6075,12.6125,30.42,3.115,0.985,11.91,25.275,21.035,24.9675,70.875,26.15,10.2425,3.73,2.9125,46.3025,8.13,11.995
Idaho Falls ID,9.395,4.025,4.3975,1.0825,1.2225,1.7925,1.595,1.0425,3.3375,2.4225,0.6575,1.09,1.525,3.565,4.115,2.1225,2.97,1.0425,1.93,2.245,5.3125,2.91,2.6975,1.19,2.96,1.57,616.085,178736.75,3.8729006809,630.4514738715,,60.4784375,77.9994938374,138.4779313374,23.7,38.9175,2.68725,92.48,129.71,83.3475,9.575,301.885,4.09,9.26,2.7275,12.4225,28.345,1.86,1.1425,11.7175,24.7475,16.8925,21.6775,65.875,15,10.875,3.3175,2.83,39.5175,7.925,7.2525
Twin Falls ID,8.485,2.97,5.2925,1.0975,0.775,1.3325,1.5525,1.1625,3.6875,1.9,0.6125,1.065,2.1875,3.5575,4.8575,1.9575,2.5975,1.0125,2.155,2.13,4.99,2.88,2.19,0.8475,2.135,1.37,656.6675,265666.75,3.9331155432,943.3950740405,,71.6195053264,69.5314225382,141.1509278646,29.995,34.3125,2.78425,106.375,97.25,92.25,9.4175,278.315,3.8775,9.0025,3.715,11.625,25.0425,2.7575,1.045,12.5,24.1575,21.8675,25.1575,69.125,17.4,9.875,3.75,2.7525,43.62,8.5025,7.7375
Champaign-Urbana IL,10.6725,4.4475,4.3475,1.255,0.885,2.325,2.0775,0.89,3.7675,3.08,0.54,1.3375,1.41,3.8725,4.4675,2.2525,3.0625,0.955,2.525,1.655,5.6975,2.825,2.5575,1.4225,3.4825,1.6125,613.785,302037.5,3.8549653741,1063.1354640731,,102.272362676,74.4589507342,176.7313134101,36.95,31.5475,2.55075,78.9375,113.22,103.2175,10.485,316.1125,4.2625,9.2175,4.19,19.3125,37.2125,2,0.85,12.1625,18.42,16.4625,21.3725,51.1275,17.6641666667,9.75,5.8,2.54,45.6725,8.2625,7.205
Chicago IL,11.65,5.53,4.4225,1.4125,1.385,2.225,2.6,1.285,4.4025,3,0.51,1.4275,1.91,4.045,4.9375,2.9825,3.4275,1.38,2.5825,2.19,5.2825,4.185,3.3075,1.775,3.53,1.995,1217.375,430162.75,4.0071326156,1541.7661293532,,96.2708060319,79.3862783013,175.6570843332,30.05,44.15,3.077,94.5825,98.125,98.3325,9.32,262,3.8825,10.8675,2.9475,17.2075,45,2.27,0.9775,12.2925,24.575,22.1775,28.84,74.375,14.135,13.75,5,2.11,55,14.0925,8.6775
Joliet-Will County IL,10.035,4.22,4.2325,1.4,1.32,2.395,1.9175,1.0425,4.1875,2.595,0.455,1.4575,1.5925,3.575,5.54,2.45,3.4975,1.235,2.61,1.7825,4.995,3.345,2.8025,1.545,3.36,1.4925,1188.035,293264.5,3.9606249747,1045.06661818,,97.2273034271,80.9812774718,178.2085808989,26.71,41.78,2.777,107.065,129.7225,84.9675,9.19,310.0875,3.925,8.49,3.865,15.4925,35.7275,2.9175,1.0925,10.085,21.9275,20.585,27.4375,69.19,12.9566666667,9.6075,3.33,2.6,42.3225,8.1325,7.96
Danville IL,10.055,3.8225,4.4025,1.2775,1.0475,2.1225,2.015,0.8325,4.1075,2.9575,0.525,1.1,1.5975,3.705,4.595,2.4275,3.3125,1.065,2.2675,1.6725,5.92,3.2375,2.665,1.3525,3.1075,1.555,669.5825,209622,4.0458521574,755.3921523372,,112.0133756959,73.9525181894,185.9658938853,26.255,36.4375,2.581,110.2375,99.23,77.3125,9.8425,296.4375,3.915,10.315,3.995,14.3475,23.21,2.66,0.9525,12.175,30.87,21.4925,35.6575,50.125,12.7458333333,8.6975,3.7825,2.515,53.57,9.1425,8.06
Decatur IL,11.22,3.89,4.1,1.105,0.9775,1.86,2.185,0.9625,3.9275,2.84,0.53,1.105,1.3225,3.3325,4.36,2.0125,3.2925,1.04,2.6125,1.81,4.97,2.5325,2.2725,1.1125,2.945,1.3525,583.1575,272087.75,3.83,954.5300227772,,106.8151249419,74.5019714927,181.3170964346,23.275,36.4325,2.519,79.6325,97.75,71.3,8.4725,316.6625,3.9675,9.325,3.985,14.6975,29.05,2.32,0.8525,14.9025,21.0125,17.47,22.4575,45.8325,22.420625,9,4.22,2.2,45.0425,8.735,7.1075
Kankakee IL,10.4398889042,5.489202514,3.3120765027,1.0186621162,0.8946926493,2.1261771941,1.8964597414,0.9883493507,4.0936573145,3.3136823792,0.478423478,1.0563601122,1.1933902002,3.7803396592,4.77648736,2.1879617609,3.228829831,1.0352384316,2.6574569191,1.8549586893,5.1032254693,2.679069974,2.0241795674,1.0644354329,2.7058111133,1.559217633,831.0525781224,263650.649170259,3.8534069144,927.6019759634,,98.4202754199,85.5581215106,183.9783969305,36.205450136,41.6056346749,2.5769398894,91.7113333283,125.2271575682,86.9059764041,8.3569364141,317.2118688183,4.232062139,10.3894449754,4.005175388,13.7738758771,26.502205897,1.9937377862,0.8699024974,10.4895402935,25.8708088245,22.0002570785,29.8676088915,64.8940133649,13.1816927068,7.5148271585,4.0297330783,2.449349467,34.9279652973,7.9133330584,8.2389079394
